id,label
7270,0.00000
5154,0.00183
1831,1.00000
7951,0.00000
9442,0.00065
5712,0.00000
7512,0.00259
1229,0.00000
9648,0.00002
255,0.00002
8845,0.00000
9452,0.00000
9092,1.00000
7211,0.00000
11754,0.00000
8712,1.00000
3520,1.00000
2834,1.00000
2393,0.99999
2978,0.00000
8074,1.00000
4131,1.00000
9633,0.00000
7803,1.00000
3972,0.99999
6688,1.00000
839,0.99989
4539,1.00000
7914,0.99109
11918,1.00000
243,0.00000
3833,1.00000
7794,0.00000
8633,1.00000
8049,1.00000
10926,1.00000
2924,0.99697
6817,0.00009
10989,0.00000
1916,1.00000
1878,1.00000
6665,1.00000
1912,0.96203
4185,0.00000
7213,1.00000
2936,1.00000
869,0.00000
12333,0.99871
7829,0.12538
11396,0.00000
3614,0.00000
6194,0.00000
2199,0.99998
7096,0.99999
8366,0.00000
1035,0.00000
3666,0.00000
1108,1.00000
10474,1.00000
6479,0.00000
11132,1.00000
11956,0.96825
10170,0.00000
603,0.00000
1589,0.00000
9103,0.00000
5414,1.00000
6098,0.00000
11704,0.00000
4516,1.00000
10933,0.00000
1327,1.00000
6583,0.99997
8206,0.00584
4249,0.00000
11039,0.00000
1268,0.00000
7007,0.20051
769,1.00000
5186,0.00000
3678,0.00000
471,0.00000
4592,0.00000
11385,1.00000
11401,0.00000
11500,0.00000
11553,1.00000
7698,0.00000
4414,0.00000
1402,1.00000
11025,0.00000
9890,1.00000
3404,0.00000
1299,0.00000
6054,0.00000
12105,0.00000
5513,1.00000
8135,0.00000
3652,0.00000
1922,0.99988
4670,0.00000
1906,0.99989
11076,0.00000
4423,0.00001
7135,1.00000
2066,0.00000
6949,1.00000
3430,1.00000
11864,0.00010
7312,0.00017
11276,0.00000
10161,0.00000
10981,0.99980
2186,0.99993
12206,1.00000
10567,1.00000
3647,0.00000
7459,0.00000
11240,0.00000
6754,1.00000
563,0.00000
9861,1.00000
4475,0.00000
3009,1.00000
6034,0.00000
7414,0.00000
8063,0.00001
4010,0.00000
6263,0.00000
9213,0.10231
4021,1.00000
8802,1.00000
8752,0.00316
11314,0.99998
11432,0.00000
5831,1.00000
10287,0.00000
8088,1.00000
594,1.00000
11193,0.99968
3780,1.00000
7149,0.99997
3075,1.00000
9818,1.00000
9734,0.00000
10278,0.00431
8940,1.00000
4917,0.00000
9593,0.00000
7399,1.00000
6012,1.00000
8630,0.99998
11630,1.00000
8968,0.99994
11714,0.00007
11777,0.00000
11363,1.00000
1009,1.00000
6362,0.00000
1608,0.00000
7605,0.00000
2227,0.00858
3480,0.00000
3735,0.99858
5170,0.04803
7183,1.00000
2365,0.99524
12228,1.00000
41,1.00000
10993,1.00000
7728,1.00000
6772,1.00000
11865,0.00000
773,1.00000
9066,1.00000
3553,0.00000
4469,1.00000
12073,0.99986
5292,0.99999
6757,1.00000
544,0.00441
6704,1.00000
9983,0.55415
12351,0.00000
10693,0.00000
7279,0.99999
1741,0.00034
2370,0.00000
9906,0.00000
10049,0.00000
1612,1.00000
10530,0.00000
1638,1.00000
10157,0.02451
5235,0.99998
9987,1.00000
8282,0.00000
11741,0.00009
8626,0.99637
3516,0.00000
2836,0.00003
8160,1.00000
2600,0.99986
6890,0.00000
3022,0.00000
8837,1.00000
10357,1.00000
168,0.00000
3467,1.00000
6716,1.00000
2559,1.00000
6484,0.00000
1303,0.00000
122,0.00000
7420,1.00000
499,1.00000
9953,0.00000
9111,1.00000
993,0.99999
5952,1.00000
4259,1.00000
1692,1.00000
11067,0.00000
10265,0.00002
4283,0.00000
10424,0.00000
11845,0.00000
2818,0.00000
4305,0.11036
444,0.00001
1243,0.00000
3774,1.00000
9927,0.00000
12262,1.00000
1697,0.00000
8075,0.99997
5425,1.00000
4378,1.00000
3581,0.51969
2231,0.00000
4421,1.00000
2117,0.99998
4311,0.05310
9170,1.00000
7059,1.00000
9504,0.99997
591,1.00000
3298,0.99746
9190,1.00000
5685,0.00000
3090,0.00000
4834,1.00000
9718,0.00000
6923,1.00000
5272,0.00000
5643,0.00000
6104,0.98616
1607,0.00000
6508,0.00000
12179,1.00000
111,1.00000
11200,0.00016
3204,1.00000
7953,0.00000
12121,0.00000
9594,1.00000
7214,1.00000
2329,0.00000
3275,0.00761
7964,0.99813
3645,0.99977
1628,0.99839
6236,1.00000
5914,0.00000
6218,1.00000
5010,0.00000
9043,0.00000
6133,0.00000
6827,0.99992
5437,1.00000
4258,1.00000
709,0.99999
9862,0.00000
652,1.00000
1153,0.00000
7032,0.05498
42,1.00000
3489,0.00000
4678,0.00000
8573,0.99400
1452,1.00000
3882,1.00000
3739,1.00000
9902,0.00000
1444,0.62444
10138,1.00000
4711,1.00000
7391,0.00000
2832,1.00000
529,0.00000
7517,1.00000
8310,1.00000
2273,0.00000
2297,0.99973
6673,0.00000
5340,0.00429
9964,0.00000
6339,0.96237
7671,1.00000
9574,0.76458
884,1.00000
8222,0.00000
1575,1.00000
7132,0.57089
8037,1.00000
7590,0.99699
1319,0.99909
8918,0.99959
4358,1.00000
2148,0.27947
1277,0.00000
79,0.99999
1905,1.00000
8984,0.00000
2486,0.00000
3985,1.00000
4645,0.00000
6709,0.00000
11283,1.00000
11214,0.00000
8768,0.99973
7305,1.00000
826,1.00000
12140,0.00060
10772,0.86041
1904,1.00000
4720,1.00000
12024,1.00000
5324,0.98532
3464,1.00000
8718,0.00000
10438,1.00000
6221,1.00000
328,1.00000
6230,0.30688
345,0.00080
7595,1.00000
11606,0.00000
2766,1.00000
6142,0.99989
94,1.00000
7164,0.00000
3369,0.00000
7410,0.99919
6982,0.99832
3829,1.00000
4130,1.00000
1448,0.00629
216,1.00000
1072,0.99868
3848,0.99601
4911,1.00000
1398,0.00000
11389,0.00000
12430,1.00000
10873,0.00000
11490,0.99999
2451,0.99998
3035,0.00000
10188,0.00000
7556,0.00074
8658,0.00000
6042,0.99966
8309,0.99988
2887,0.00000
4717,0.99983
11157,1.00000
7026,1.00000
10935,1.00000
5549,0.00000
1209,0.00000
1923,0.00000
8085,0.00000
6161,0.00000
5262,0.00000
4147,0.00000
2939,1.00000
47,0.00000
4553,0.00000
12153,1.00000
10514,0.99999
2319,1.00000
3126,0.00000
4298,0.00000
404,0.00000
4752,0.00000
472,1.00000
5237,1.00000
12302,0.00001
8679,0.00000
17,0.99999
451,0.00000
1188,1.00000
2957,0.00000
10326,1.00000
4852,0.99987
6921,0.00000
10158,0.00000
11071,1.00000
1270,0.00000
4709,0.99989
1836,0.00000
373,1.00000
4302,0.99995
1721,0.00000
841,0.00000
9634,0.99987
6285,0.99992
2354,0.00000
7290,0.63159
1811,1.00000
7476,0.00000
3372,1.00000
6214,1.00000
10041,1.00000
3764,0.00000
11695,0.00000
1748,0.05498
10140,0.99998
10858,1.00000
3128,1.00000
7492,0.99997
6222,0.99802
10162,1.00000
7173,0.00000
3325,0.99998
3782,0.08506
7904,0.00000
8138,0.00026
6853,1.00000
10180,0.00000
4007,0.00036
9494,0.00000
7468,1.00000
11771,0.00000
1190,0.20807
337,1.00000
7654,1.00000
7735,1.00000
10248,0.00001
8544,0.99999
2209,1.00000
1075,1.00000
10073,0.99974
11491,0.00000
3589,0.00001
2318,0.00005
7826,1.00000
6279,1.00000
1104,0.00000
1118,0.00000
6736,0.00000
3366,1.00000
2362,1.00000
7281,0.99812
5013,0.00016
11821,1.00000
10865,0.00000
10398,0.00000
551,0.00069
10596,0.00000
6750,0.00000
6820,1.00000
10423,0.00000
1758,1.00000
1467,0.00013
10175,0.00000
11216,0.00000
10280,1.00000
10992,0.00000
11478,1.00000
12494,1.00000
192,0.00001
8995,0.40489
3475,0.00000
3953,0.00000
4148,0.00000
7345,0.00000
11744,0.00771
3166,1.00000
23,1.00000
5910,0.00001
9840,1.00000
8739,0.99996
5771,0.99847
8111,0.00000
71,1.00000
532,0.89595
3661,0.99995
8347,1.00000
5332,1.00000
12264,1.00000
3808,1.00000
7994,0.00000
8904,0.00000
2926,0.99959
2569,1.00000
3851,0.01378
9489,1.00000
1463,0.00000
6711,0.00000
12124,0.00000
8908,0.00000
6532,1.00000
2507,1.00000
6313,0.99967
8530,0.00000
661,1.00000
3982,0.00000
11407,0.00000
7746,0.00000
2649,0.00000
7518,1.00000
6163,0.99999
5258,1.00000
2360,0.00000
1196,0.00000
3440,0.00080
9124,0.00000
9630,0.99148
8152,0.00000
5025,0.00000
9298,0.99999
8606,0.04550
4690,0.00000
7602,0.00000
3267,0.48846
11702,0.00000
10090,0.00000
1815,0.00000
6397,0.99994
1018,1.00000
6105,1.00000
4261,1.00000
4566,1.00000
10048,1.00000
3405,0.00016
11523,0.00000
9383,0.00006
2579,1.00000
2082,0.99755
2772,0.00001
6743,0.00000
5897,0.04393
6592,1.00000
3330,0.00000
7117,1.00000
11638,0.00000
4299,1.00000
10988,0.00000
7239,0.00000
6631,1.00000
8348,0.00000
3824,0.80441
9843,1.00000
9139,1.00000
4649,1.00000
7224,0.00000
10320,0.99999
3543,0.00000
3085,1.00000
6802,1.00000
7797,1.00000
4559,1.00000
2856,1.00000
6166,0.00000
5167,0.00000
7309,1.00000
2197,1.00000
11660,0.99998
1315,0.99999
7226,1.00000
5152,0.00000
3349,0.00000
5012,0.00000
12310,0.00000
9310,1.00000
11353,0.00000
10015,1.00000
2533,0.99999
5884,0.99999
147,1.00000
1359,0.00001
11964,1.00000
1086,1.00000
408,0.00000
4346,0.00000
3368,0.00000
5658,1.00000
4564,1.00000
10433,0.99999
4818,0.97414
1532,0.00000
10824,0.00000
8868,1.00000
7612,1.00000
8386,0.00000
312,0.00000
3763,0.00000
6675,1.00000
3726,0.00000
6132,0.00000
8970,1.00000
12128,0.00000
5820,1.00000
11986,1.00000
3345,1.00000
3671,0.00000
5554,1.00000
12290,1.00000
11044,1.00000
4466,0.99999
8195,0.00000
7956,0.99987
7031,1.00000
9961,0.00007
2558,0.00000
958,1.00000
3023,0.00000
8448,0.99993
5320,1.00000
3761,1.00000
2267,0.99998
4594,1.00000
9333,1.00000
1309,0.00099
3902,0.00000
5211,0.00000
4245,1.00000
11286,1.00000
11592,0.00000
8952,1.00000
7427,1.00000
1517,0.05265
3803,1.00000
10605,0.26864
9519,0.00000
3117,1.00000
4413,1.00000
9203,0.00000
11593,1.00000
509,1.00000
6325,0.00983
9463,0.00000
677,0.00000
9473,1.00000
10806,1.00000
10379,1.00000
11830,0.00000
5761,0.00000
8114,1.00000
11580,0.99960
906,0.00000
5966,1.00000
10297,1.00000
10680,0.99676
6067,1.00000
6855,0.00000
11766,1.00000
8993,0.99953
7806,0.00000
6677,0.00000
8534,1.00000
8773,0.00001
2030,0.00000
5283,0.16684
8115,0.00000
6842,1.00000
6499,1.00000
10019,0.00000
1676,1.00000
1027,0.00000
5201,0.00000
8428,0.00000
2541,1.00000
11526,1.00000
3008,0.00000
11318,0.00000
6613,0.00000
5911,1.00000
10924,1.00000
3875,1.00000
2657,0.00022
838,0.00000
6619,1.00000
10191,0.00000
6454,0.00000
7599,1.00000
11146,1.00000
4658,0.00000
7699,0.00000
1161,0.00000
11307,0.99999
1484,0.00000
2526,0.00000
4574,1.00000
8046,0.00000
9411,0.00000
7103,0.00000
11434,0.00000
4591,0.00000
2434,0.00000
7711,1.00000
983,1.00000
6724,0.00000
3033,0.00000
967,0.00000
6973,0.00000
6172,0.00000
10366,1.00000
2517,0.00000
12239,0.00000
4620,0.00001
7262,0.00000
2757,1.00000
2462,1.00000
8549,0.00000
4769,0.00000
11779,0.00000
3381,0.00000
7941,1.00000
5644,0.98519
8346,0.99999
6346,0.01651
4951,0.00000
6076,0.00000
2243,0.00038
5815,1.00000
7678,1.00000
205,0.00000
3193,0.00000
7085,0.99735
2564,0.00000
